ID_EMPLOYEE,Tenure Range,GENDER,EMPLOYEE_TYPE,ENGAGEMENT_SCORE,AGE RANGE
5143,2-5 years,M,Permanent,0.63,23-26
5144,0-2 years,M,Non Permanent,0.8300000000000001,30-35
5145,0-2 years,M,Permanent,0.79,26-30
5146,0-2 years,M,Permanent,0.6900000000000001,23-26
5147,0-2 years,M,Non Permanent,0.47000000000000003,23-26
5148,0-2 years,M,Permanent,0.28,23-26
5149,0-2 years,M,Non Permanent,0.6900000000000001,23-26
5150,0-2 years,F,Permanent,0.6900000000000001,23-26
5151,0-2 years,M,Permanent,0.74,30-35
5152,0-2 years,M,Permanent,0.47000000000000003,26-30
5153,0-2 years,M,Non Permanent,0.75,23-26
5154,0-2 years,M,Permanent,0.72,26-30
5155,2-5 years,M,Permanent,0.75,23-26
5156,0-2 years,M,Non Permanent,0.42,23-26
5157,0-2 years,F,Permanent,0.63,23-26
5158,0-2 years,M,Non Permanent,0.58,23-26
5159,0-2 years,M,Permanent,0.8300000000000001,23-26
5161,0-2 years,M,Permanent,0.8,23-26
5162,0-2 years,M,Permanent,0.35000000000000003,23-26
5163,0-2 years,F,Permanent,0.54,23-26
5164,'+5 years,F,Permanent,0.6,23-26
5165,0-2 years,M,Non Permanent,0.44,23-26
5166,0-2 years,M,Permanent,0.75,26-30
5167,0-2 years,M,Permanent,0.6,26-30
5168,0-2 years,M,Permanent,0.5700000000000001,26-30
5169,'+5 years,F,Permanent,0.55,26-30
5170,0-2 years,F,Permanent,0.63,23-26
5171,0-2 years,M,Permanent,0.72,26-30
5172,0-2 years,F,Permanent,0.66,26-30
5173,0-2 years,M,Non Permanent,0.66,26-30
5174,'+5 years,M,Permanent,0.72,23-26
5175,0-2 years,M,Permanent,0.63,26-30
5176,0-2 years,M,Non Permanent,0.63,26-30
5177,2-5 years,M,Permanent,0.8,23-26
5178,0-2 years,M,Permanent,0.6900000000000001,23-26
5179,0-2 years,F,Permanent,0.8,23-26
5180,0-2 years,M,Permanent,0.66,23-26
5181,'+5 years,F,Permanent,0.76,23-26
5182,0-2 years,M,Non Permanent,0.8300000000000001,23-26
5183,0-2 years,M,Permanent,0.72,23-26
5184,0-2 years,F,Permanent,0.8300000000000001,23-26
5185,0-2 years,F,Permanent,0.8300000000000001,23-26
5186,0-2 years,M,Permanent,0.77,23-26
5187,0-2 years,M,Non Permanent,0.76,23-26
5188,'+5 years,M,Permanent,0.8300000000000001,26-30
5189,0-2 years,F,Permanent,0.8300000000000001,23-26
5190,0-2 years,M,Permanent,0.66,23-26
5191,0-2 years,M,Permanent,0.77,23-26
5192,0-2 years,M,Non Permanent,0.5,26-30
5193,'+5 years,M,Permanent,0.75,23-26
5194,0-2 years,M,Permanent,0.79,23-26
5195,0-2 years,F,Permanent,0.28,23-26
5196,0-2 years,M,Non Permanent,0.76,23-26
5197,'+5 years,M,Permanent,0.58,23-26
5198,2-5 years,F,Permanent,0.73,23-26
5201,0-2 years,F,Permanent,0.72,23-26
5202,0-2 years,M,Permanent,0.67,26-30
5203,2-5 years,F,Permanent,0.74,23-26
5204,2-5 years,M,Permanent,0.8300000000000001,23-26
5205,0-2 years,M,Permanent,0.65,26-30
5206,0-2 years,M,Permanent,0.8300000000000001,23-26
5207,0-2 years,M,Permanent,0.76,23-26
5208,0-2 years,M,Permanent,0.66,23-26
5209,0-2 years,M,Permanent,0.8300000000000001,23-26
5210,'+5 years,M,Permanent,0.6,23-26
5211,0-2 years,F,Permanent,0.66,23-26
5212,0-2 years,F,Permanent,0.62,26-30
5213,0-2 years,M,Non Permanent,0.62,26-30
5214,0-2 years,M,Permanent,0.66,23-26
5215,0-2 years,M,Permanent,0.6,23-26
5216,0-2 years,M,Permanent,0.76,26-30
5217,0-2 years,M,Permanent,0.68,23-26
5218,'+5 years,M,Permanent,0.5700000000000001,26-30
5219,0-2 years,M,Permanent,0.67,23-26
5220,0-2 years,F,Permanent,0.67,26-30
5221,0-2 years,M,Permanent,0.72,26-30
5222,0-2 years,M,Non Permanent,0.76,23-26
5223,'+5 years,M,Permanent,0.6,30-35
5224,0-2 years,F,Permanent,0.59,23-26
5225,0-2 years,F,Non Permanent,0.52,26-30
5227,2-5 years,F,Permanent,0.66,26-30
5229,0-2 years,M,Permanent,0.55,23-26
5230,0-2 years,M,Permanent,0.71,23-26
5231,'+5 years,F,Permanent,0.8300000000000001,30-35
5232,0-2 years,M,Non Permanent,0.64,23-26
5233,'+5 years,M,Permanent,0.62,26-30
5234,0-2 years,F,Permanent,0.6900000000000001,23-26
5235,0-2 years,M,Non Permanent,0.34,23-26
5236,0-2 years,M,Permanent,0.91,26-30
5237,0-2 years,M,Permanent,0.33,23-26
5238,2-5 years,F,Permanent,0.91,23-26
5239,0-2 years,F,Permanent,0.58,23-26
5240,0-2 years,M,Non Permanent,0.51,23-26
5241,0-2 years,M,Non Permanent,0.76,23-26
5242,0-2 years,M,Permanent,0.43,23-26
5243,2-5 years,F,Permanent,0.76,26-30
5244,0-2 years,F,Permanent,0.76,26-30
5245,0-2 years,M,Non Permanent,0.76,26-30
5247,0-2 years,F,Permanent,0.76,23-26
5248,0-2 years,M,Permanent,0.55,26-30
5249,0-2 years,M,Permanent,0.62,26-30
5250,0-2 years,F,Permanent,0.62,23-26
5251,0-2 years,F,Permanent,0.8300000000000001,26-30
5252,0-2 years,M,Permanent,0.55,23-26
5253,2-5 years,M,Permanent,0.6900000000000001,30-35
5254,2-5 years,M,Permanent,0.6,23-26
5255,0-2 years,M,Non Permanent,0.68,23-26
5256,2-5 years,F,Permanent,0.79,23-26
5257,0-2 years,F,Permanent,0.6,23-26
5258,0-2 years,M,Permanent,0.6,23-26
5259,0-2 years,M,Permanent,0.6,23-26
5260,'+5 years,M,Permanent,0.74,26-30
5261,0-2 years,F,Non Permanent,0.74,23-26
5262,0-2 years,M,Non Permanent,0.72,23-26
5263,0-2 years,M,Permanent,0.72,23-26
5264,0-2 years,M,Permanent,0.41000000000000003,23-26
5265,0-2 years,M,Permanent,0.76,23-26
5266,2-5 years,M,Permanent,0.62,23-26
5267,0-2 years,M,Permanent,0.6900000000000001,23-26
5268,0-2 years,M,Non Permanent,0.66,23-26
5269,2-5 years,M,Permanent,0.76,23-26
5270,0-2 years,M,Non Permanent,0.79,23-26
5271,0-2 years,M,Permanent,0.63,23-26
5272,0-2 years,M,Non Permanent,0.68,26-30
5273,0-2 years,M,Permanent,0.74,23-26
5274,2-5 years,F,Permanent,0.74,23-26
5275,0-2 years,M,Permanent,0.79,23-26
5276,0-2 years,M,Permanent,0.44,23-26
5277,0-2 years,F,Permanent,0.39,23-26
5278,0-2 years,F,Permanent,0.43,23-26
5279,2-5 years,M,Permanent,0.56,30-35
5280,0-2 years,M,Permanent,0.54,23-26
5281,'+5 years,M,Permanent,0.62,30-35
5282,0-2 years,M,Permanent,0.66,23-26
5283,0-2 years,M,Permanent,0.72,23-26
5284,0-2 years,M,Permanent,0.65,26-30
5285,'+5 years,M,Permanent,0.74,23-26
5286,'+5 years,M,Permanent,0.33,23-26
5287,0-2 years,M,Permanent,0.6,26-30
5288,0-2 years,F,Permanent,0.6,23-26
5289,0-2 years,F,Permanent,0.8300000000000001,23-26
5290,0-2 years,M,Permanent,0.91,23-26
5291,0-2 years,F,Permanent,0.77,23-26
5292,'+5 years,F,Permanent,0.6900000000000001,30-35
5293,0-2 years,M,Non Permanent,0.8300000000000001,23-26
5294,0-2 years,F,Permanent,0.66,26-30
5295,0-2 years,F,Permanent,0.53,23-26
5296,0-2 years,M,Permanent,0.91,23-26
5297,2-5 years,M,Permanent,0.62,23-26
5298,0-2 years,M,Permanent,0.43,23-26
5299,'+5 years,M,Permanent,0.8300000000000001,23-26
5300,0-2 years,M,Permanent,0.72,23-26
5301,0-2 years,M,Permanent,0.8300000000000001,23-26
5302,'+5 years,M,Permanent,0.56,30-35
5303,0-2 years,M,Permanent,0.76,23-26
5304,0-2 years,M,Permanent,0.5700000000000001,30-35
5305,'+5 years,M,Permanent,0.53,26-30
5306,'+5 years,M,Permanent,0.73,30-35
5307,'+5 years,F,Permanent,0.8,23-26
5308,0-2 years,M,Permanent,0.72,23-26
5309,0-2 years,M,Permanent,0.8300000000000001,23-26
5310,0-2 years,M,Permanent,0.8300000000000001,23-26
5311,0-2 years,M,Permanent,0.58,26-30
5312,0-2 years,M,Permanent,0.8300000000000001,23-26
5313,0-2 years,M,Permanent,0.76,23-26
5314,0-2 years,M,Permanent,0.91,23-26
5315,0-2 years,F,Permanent,0.6900000000000001,23-26
5316,2-5 years,M,Permanent,0.72,23-26
5317,2-5 years,F,Permanent,0.55,30-35
5318,0-2 years,M,Permanent,0.91,30-35
5319,'+5 years,M,Permanent,0.66,23-26
5320,2-5 years,F,Permanent,0.8300000000000001,26-30
5321,2-5 years,M,Permanent,0.91,23-26
5322,'+5 years,M,Permanent,0.6,30-35
5323,2-5 years,M,Permanent,0.91,23-26
5324,0-2 years,F,Permanent,0.54,23-26
5325,0-2 years,F,Permanent,0.72,26-30
5326,0-2 years,M,Permanent,0.59,23-26
5327,0-2 years,M,Permanent,0.77,23-26
5328,0-2 years,F,Permanent,0.62,23-26
5329,0-2 years,M,Permanent,0.6900000000000001,23-26
5330,0-2 years,M,Non Permanent,0.6900000000000001,23-26
5331,0-2 years,F,Permanent,0.76,23-26
5332,0-2 years,M,Permanent,0.66,23-26
5333,2-5 years,F,Permanent,0.52,23-26
5334,0-2 years,M,Permanent,0.8300000000000001,23-26
5335,'+5 years,M,Permanent,0.79,23-26
5336,0-2 years,F,Permanent,0.63,23-26
5337,0-2 years,M,Permanent,0.38,23-26
5338,0-2 years,F,Permanent,0.8300000000000001,23-26
5339,0-2 years,F,Permanent,0.63,26-30
5340,0-2 years,F,Permanent,0.6900000000000001,23-26
5341,0-2 years,M,Permanent,0.44,23-26
5342,'+5 years,M,Permanent,0.76,23-26
5343,0-2 years,M,Permanent,0.71,26-30
5344,0-2 years,M,Non Permanent,0.8300000000000001,26-30
5345,0-2 years,M,Non Permanent,0.8300000000000001,23-26
5346,0-2 years,M,Permanent,0.8300000000000001,30-35
5347,2-5 years,M,Permanent,0.68,23-26
5348,0-2 years,M,Non Permanent,0.75,23-26
5349,'+5 years,M,Permanent,0.8300000000000001,30-35
5350,0-2 years,M,Permanent,0.73,23-26
5351,0-2 years,M,Permanent,0.8300000000000001,23-26
5352,0-2 years,M,Non Permanent,0.45,23-26
5353,0-2 years,F,Permanent,0.76,23-26
5354,0-2 years,F,Non Permanent,0.76,23-26
5355,0-2 years,F,Permanent,0.6,23-26
5356,0-2 years,M,Non Permanent,0.76,23-26
5358,'+5 years,M,Permanent,0.8,23-26
5359,'+5 years,F,Permanent,0.76,23-26
5360,0-2 years,M,Permanent,0.79,23-26
5362,0-2 years,F,Permanent,0.8300000000000001,26-30
5363,0-2 years,M,Permanent,0.74,23-26
5364,0-2 years,M,Non Permanent,0.44,26-30
5365,'+5 years,M,Permanent,0.59,30-35
5366,0-2 years,M,Permanent,0.8300000000000001,23-26
5367,0-2 years,M,Permanent,0.8300000000000001,23-26
5368,0-2 years,M,Permanent,0.8300000000000001,26-30
5369,0-2 years,M,Permanent,0.77,23-26
5370,0-2 years,M,Non Permanent,0.35000000000000003,26-30
5371,0-2 years,F,Permanent,0.8300000000000001,26-30
5373,0-2 years,M,Non Permanent,0.63,26-30
5374,0-2 years,F,Permanent,0.71,26-30
5375,0-2 years,M,Non Permanent,0.41000000000000003,23-26
5376,0-2 years,F,Permanent,0.59,23-26
5377,'+5 years,F,Permanent,0.29,26-30
5378,'+5 years,M,Permanent,0.63,23-26
5379,'+5 years,F,Permanent,0.42,23-26
5380,0-2 years,F,Permanent,0.66,26-30
5381,2-5 years,M,Permanent,0.66,30-35
5382,0-2 years,F,Permanent,0.8300000000000001,30-35
5383,0-2 years,F,Permanent,0.6900000000000001,30-35
5384,0-2 years,F,Permanent,0.77,23-26
5385,0-2 years,F,Permanent,0.6900000000000001,23-26
5386,2-5 years,F,Permanent,0.6900000000000001,23-26
5387,0-2 years,M,Permanent,0.6900000000000001,26-30
5388,'+5 years,M,Permanent,0.58,23-26
5389,0-2 years,M,Permanent,0.8300000000000001,23-26
5390,2-5 years,M,Permanent,0.53,23-26
5391,0-2 years,M,Permanent,0.77,23-26
5392,0-2 years,M,Non Permanent,0.6900000000000001,23-26
5393,0-2 years,M,Non Permanent,0.45,23-26
5394,0-2 years,M,Permanent,0.52,23-26
5395,'+5 years,M,Permanent,0.66,23-26
5396,'+5 years,M,Permanent,0.66,26-30
5397,0-2 years,M,Permanent,0.45,23-26
5398,2-5 years,M,Permanent,0.41000000000000003,23-26
5399,0-2 years,M,Non Permanent,0.72,23-26
5400,0-2 years,M,Permanent,0.72,23-26
5401,0-2 years,M,Permanent,0.76,26-30
5402,0-2 years,M,Permanent,0.6900000000000001,23-26
5403,2-5 years,M,Permanent,0.8300000000000001,23-26
5404,0-2 years,M,Permanent,0.8300000000000001,26-30
5405,0-2 years,M,Permanent,0.76,26-30
5406,0-2 years,M,Permanent,0.6,23-26
5407,0-2 years,M,Permanent,0.64,23-26
5408,0-2 years,M,Permanent,0.47000000000000003,23-26
5409,0-2 years,F,Non Permanent,0.76,23-26
5410,0-2 years,F,Permanent,0.71,23-26
5411,0-2 years,M,Permanent,0.8300000000000001,23-26
5412,0-2 years,M,Permanent,0.76,23-26
5413,0-2 years,F,Permanent,0.58,23-26
5414,2-5 years,F,Permanent,0.55,23-26
5415,'+5 years,M,Permanent,0.66,23-26
5416,0-2 years,M,Permanent,0.77,26-30
5418,0-2 years,M,Permanent,0.6900000000000001,23-26
5419,'+5 years,F,Permanent,0.6900000000000001,30-35
5420,2-5 years,F,Permanent,0.55,26-30
5421,0-2 years,M,Permanent,0.67,23-26
5422,0-2 years,F,Permanent,0.5,23-26
5423,2-5 years,F,Permanent,0.72,23-26
5424,0-2 years,M,Non Permanent,0.54,23-26
5425,0-2 years,M,Permanent,0.67,23-26
5426,0-2 years,F,Permanent,0.62,23-26
5427,0-2 years,F,Permanent,0.55,23-26
5428,0-2 years,M,Permanent,0.6900000000000001,23-26
5429,0-2 years,M,Permanent,0.76,23-26
5430,'+5 years,M,Permanent,0.8,26-30
5431,0-2 years,M,Permanent,0.76,23-26
5432,0-2 years,M,Permanent,0.58,23-26
5433,0-2 years,M,Permanent,0.76,23-26
5434,0-2 years,M,Non Permanent,0.76,23-26
5435,0-2 years,M,Permanent,0.6900000000000001,23-26
5436,0-2 years,M,Permanent,0.72,23-26
5437,'+5 years,F,Permanent,0.8,23-26
5438,'+5 years,F,Permanent,0.79,30-35
5439,2-5 years,M,Permanent,0.41000000000000003,23-26
5440,2-5 years,M,Permanent,0.74,23-26
5441,0-2 years,F,Permanent,0.72,23-26
5442,0-2 years,M,Non Permanent,0.7000000000000001,23-26
5443,0-2 years,M,Permanent,0.74,23-26
5444,0-2 years,F,Permanent,0.74,23-26
5445,0-2 years,M,Permanent,0.63,23-26
5446,0-2 years,F,Non Permanent,0.59,26-30
5447,2-5 years,M,Permanent,0.33,23-26
5448,0-2 years,F,Permanent,0.8300000000000001,23-26
5449,2-5 years,F,Permanent,0.4,23-26
5450,0-2 years,M,Permanent,0.29,23-26
5451,0-2 years,M,Permanent,0.71,23-26
5452,2-5 years,M,Permanent,0.29,23-26
5453,2-5 years,F,Permanent,0.29,23-26
5454,0-2 years,M,Permanent,0.8300000000000001,23-26
5455,0-2 years,M,Permanent,0.79,23-26
5456,0-2 years,F,Permanent,0.29,23-26
5457,2-5 years,F,Permanent,0.8300000000000001,26-30
5458,2-5 years,F,Permanent,0.41000000000000003,26-30
5459,2-5 years,F,Permanent,0.8300000000000001,23-26
5460,0-2 years,M,Non Permanent,0.8300000000000001,23-26
5461,0-2 years,M,Non Permanent,0.8300000000000001,23-26
5462,2-5 years,M,Permanent,0.39,30-35
5463,0-2 years,M,Permanent,0.63,23-26
5464,0-2 years,M,Non Permanent,0.91,23-26
5465,0-2 years,F,Permanent,0.41000000000000003,23-26
5466,'+5 years,F,Permanent,0.76,26-30
5467,0-2 years,F,Permanent,0.6900000000000001,26-30
5468,0-2 years,F,Permanent,0.91,23-26
5469,0-2 years,M,Permanent,0.6900000000000001,23-26
5470,0-2 years,M,Permanent,0.91,23-26
5471,0-2 years,F,Permanent,0.64,23-26
5472,0-2 years,M,Permanent,0.6900000000000001,26-30
5473,0-2 years,M,Non Permanent,0.56,23-26
5474,0-2 years,M,Non Permanent,0.91,23-26
5475,0-2 years,F,Permanent,0.58,23-26
5476,0-2 years,M,Non Permanent,0.8300000000000001,23-26
5477,0-2 years,F,Permanent,0.55,23-26
5478,'+5 years,F,Permanent,0.72,26-30
5479,'+5 years,M,Permanent,0.73,23-26
5480,0-2 years,M,Non Permanent,0.77,23-26
5481,0-2 years,F,Permanent,0.66,23-26
5482,'+5 years,F,Permanent,0.6,30-35
5483,0-2 years,M,Permanent,0.6900000000000001,23-26
5484,0-2 years,M,Permanent,0.45,23-26
5485,0-2 years,M,Non Permanent,0.76,23-26
5486,2-5 years,F,Permanent,0.76,23-26
5487,0-2 years,M,Permanent,0.43,23-26
5488,0-2 years,M,Permanent,0.53,23-26
5489,0-2 years,M,Permanent,0.78,23-26
5490,0-2 years,F,Permanent,0.78,23-26
5491,0-2 years,M,Permanent,0.38,23-26
5492,0-2 years,F,Permanent,0.5,26-30
5493,0-2 years,M,Non Permanent,0.8300000000000001,23-26
5494,0-2 years,F,Permanent,0.52,23-26
5495,'+5 years,F,Permanent,0.8300000000000001,23-26
5496,0-2 years,M,Non Permanent,0.6900000000000001,26-30
5497,0-2 years,F,Non Permanent,0.8,26-30
5498,0-2 years,M,Permanent,0.6900000000000001,23-26
5499,'+5 years,F,Permanent,0.66,23-26
5500,0-2 years,F,Permanent,0.66,23-26
5501,0-2 years,M,Permanent,0.47000000000000003,23-26
5502,0-2 years,F,Permanent,0.6900000000000001,23-26
5503,2-5 years,M,Permanent,0.44,23-26
5504,0-2 years,M,Permanent,0.72,23-26
5505,0-2 years,F,Permanent,0.66,26-30
5506,0-2 years,M,Non Permanent,0.72,23-26
5507,2-5 years,M,Permanent,0.6,26-30
5508,0-2 years,M,Permanent,0.76,23-26
5509,2-5 years,F,Permanent,0.68,23-26
5510,0-2 years,M,Permanent,0.64,23-26
5511,0-2 years,F,Permanent,0.6900000000000001,26-30
5512,2-5 years,M,Non Permanent,0.76,26-30
5513,'+5 years,M,Permanent,0.76,23-26
5514,0-2 years,M,Permanent,0.28,23-26
5515,0-2 years,M,Permanent,0.8300000000000001,23-26
5516,0-2 years,M,Permanent,0.3,23-26
5517,0-2 years,M,Permanent,0.56,23-26
5518,0-2 years,M,Non Permanent,0.63,26-30
5519,0-2 years,F,Permanent,0.68,23-26
5520,0-2 years,M,Permanent,0.62,23-26
5521,0-2 years,M,Permanent,0.72,23-26
5522,0-2 years,M,Permanent,0.61,23-26
5523,0-2 years,F,Permanent,0.4,23-26
5524,0-2 years,F,Permanent,0.76,23-26
5525,0-2 years,M,Non Permanent,0.79,23-26
5526,0-2 years,M,Permanent,0.62,23-26
5527,0-2 years,F,Permanent,0.8300000000000001,26-30
5528,0-2 years,M,Permanent,0.66,23-26
5529,'+5 years,M,Permanent,0.77,23-26
5530,0-2 years,F,Permanent,0.34,23-26
5531,0-2 years,F,Permanent,0.8300000000000001,23-26
5532,2-5 years,M,Permanent,0.45,23-26
5533,0-2 years,M,Permanent,0.45,23-26
5534,0-2 years,F,Permanent,0.45,23-26
5535,0-2 years,M,Non Permanent,0.66,26-30
5536,0-2 years,M,Permanent,0.54,23-26
5537,0-2 years,M,Permanent,0.6900000000000001,23-26
5538,0-2 years,M,Permanent,0.59,26-30
5539,0-2 years,F,Permanent,0.58,23-26
5540,0-2 years,M,Non Permanent,0.58,26-30
5541,0-2 years,F,Permanent,0.58,23-26
5542,2-5 years,F,Permanent,0.75,26-30
5543,'+5 years,M,Permanent,0.76,23-26
5544,2-5 years,M,Permanent,0.75,23-26
5545,0-2 years,M,Permanent,0.76,23-26
5546,2-5 years,F,Permanent,0.61,30-35
5547,'+5 years,M,Non Permanent,0.66,30-35
5548,0-2 years,F,Permanent,0.76,23-26
5549,'+5 years,M,Permanent,0.76,30-35
5550,0-2 years,M,Permanent,0.8300000000000001,23-26
5551,0-2 years,M,Permanent,0.74,23-26
5552,'+5 years,F,Permanent,0.91,30-35
5553,'+5 years,M,Permanent,0.64,23-26
5554,2-5 years,M,Permanent,0.47000000000000003,23-26
5555,0-2 years,F,Permanent,0.53,26-30
5556,0-2 years,F,Permanent,0.77,23-26
5557,0-2 years,F,Permanent,0.91,26-30
5558,'+5 years,M,Permanent,0.73,23-26
5559,'+5 years,M,Permanent,0.63,23-26
5560,0-2 years,M,Permanent,0.53,23-26
5561,0-2 years,M,Permanent,0.6900000000000001,23-26
5562,0-2 years,M,Permanent,0.33,23-26
5563,0-2 years,M,Permanent,0.55,23-26
5564,0-2 years,M,Non Permanent,0.45,26-30
5565,0-2 years,M,Permanent,0.45,30-35
5566,0-2 years,M,Permanent,0.77,23-26
5567,'+5 years,M,Permanent,0.76,23-26
5568,0-2 years,F,Permanent,0.65,23-26
5569,0-2 years,M,Non Permanent,0.8300000000000001,23-26
5570,'+5 years,M,Permanent,0.8300000000000001,30-35
5571,0-2 years,M,Permanent,0.8300000000000001,26-30
5572,0-2 years,M,Non Permanent,0.8300000000000001,23-26
5573,0-2 years,F,Permanent,0.91,23-26
5574,2-5 years,F,Permanent,0.6900000000000001,30-35
5575,2-5 years,F,Permanent,0.58,23-26
5576,0-2 years,M,Permanent,0.8300000000000001,26-30
5577,2-5 years,F,Permanent,0.61,30-35
5578,0-2 years,M,Permanent,0.77,23-26
5579,0-2 years,F,Permanent,0.47000000000000003,23-26
5580,0-2 years,F,Permanent,0.8,23-26
5581,0-2 years,F,Permanent,0.8300000000000001,23-26
5582,0-2 years,F,Permanent,0.74,26-30
5583,0-2 years,M,Permanent,0.91,23-26
5584,0-2 years,M,Non Permanent,0.28,23-26
5586,2-5 years,F,Permanent,0.77,26-30
5587,0-2 years,M,Permanent,0.65,23-26
5588,'+5 years,F,Permanent,0.74,26-30
5589,0-2 years,F,Permanent,0.6900000000000001,23-26
5590,0-2 years,M,Permanent,0.66,23-26
5591,0-2 years,F,Permanent,0.6,23-26
5592,'+5 years,M,Permanent,0.8300000000000001,30-35
5593,0-2 years,F,Permanent,0.6900000000000001,23-26
5594,0-2 years,F,Permanent,0.6,23-26
5595,0-2 years,F,Non Permanent,0.79,23-26
5596,2-5 years,M,Permanent,0.8300000000000001,23-26
5598,0-2 years,F,Permanent,0.6,23-26
5599,0-2 years,F,Non Permanent,0.6900000000000001,23-26
5600,2-5 years,M,Permanent,0.46,23-26
5601,0-2 years,M,Non Permanent,0.6900000000000001,23-26
5602,2-5 years,F,Permanent,0.6,23-26
5603,2-5 years,M,Permanent,0.66,23-26
5604,0-2 years,M,Permanent,0.79,23-26
5605,0-2 years,M,Non Permanent,0.6900000000000001,23-26
5606,0-2 years,M,Permanent,0.66,23-26
5607,2-5 years,M,Permanent,0.75,23-26
5608,0-2 years,M,Permanent,0.6,30-35
5609,0-2 years,F,Permanent,0.68,26-30
5610,0-2 years,F,Permanent,0.6900000000000001,23-26
5611,0-2 years,F,Non Permanent,0.46,23-26
5612,2-5 years,M,Permanent,0.66,23-26
5613,0-2 years,M,Non Permanent,0.5,23-26
5614,0-2 years,M,Permanent,0.66,23-26
5615,0-2 years,M,Permanent,0.76,26-30
5616,0-2 years,M,Non Permanent,0.76,23-26
5617,2-5 years,M,Permanent,0.6,30-35
5618,0-2 years,F,Permanent,0.63,23-26
5619,0-2 years,M,Permanent,0.5,23-26
5620,0-2 years,M,Permanent,0.5,23-26
5621,0-2 years,F,Permanent,0.79,30-35
5622,2-5 years,F,Permanent,0.66,23-26
5623,0-2 years,F,Permanent,0.66,26-30
5624,0-2 years,F,Permanent,0.6,23-26
5625,2-5 years,M,Permanent,0.8300000000000001,23-26
5626,'+5 years,F,Permanent,0.6900000000000001,30-35
5627,0-2 years,M,Permanent,0.52,26-30
5628,2-5 years,M,Permanent,0.77,23-26
5629,0-2 years,F,Permanent,0.78,23-26
5630,0-2 years,M,Permanent,0.66,23-26
5631,2-5 years,F,Permanent,0.41000000000000003,23-26
5632,0-2 years,M,Non Permanent,0.66,23-26
5633,0-2 years,F,Permanent,0.28,23-26
5634,0-2 years,M,Permanent,0.72,23-26
5635,0-2 years,F,Permanent,0.66,23-26
5636,0-2 years,M,Non Permanent,0.67,23-26
5637,0-2 years,M,Non Permanent,0.76,23-26
5638,0-2 years,M,Permanent,0.6900000000000001,23-26
5639,0-2 years,M,Permanent,0.55,23-26
5640,0-2 years,F,Permanent,0.6,23-26
5641,0-2 years,M,Permanent,0.51,23-26
5642,0-2 years,M,Permanent,0.48,23-26
5643,0-2 years,M,Permanent,0.63,23-26
5644,0-2 years,M,Permanent,0.6900000000000001,23-26
5645,0-2 years,M,Permanent,0.6,23-26
5647,0-2 years,M,Permanent,0.6,26-30
5648,0-2 years,F,Permanent,0.6,23-26
5649,0-2 years,M,Permanent,0.54,23-26
5650,0-2 years,M,Permanent,0.76,30-35
5651,0-2 years,M,Non Permanent,0.8300000000000001,23-26
5652,0-2 years,F,Permanent,0.76,23-26
5653,0-2 years,M,Permanent,0.25,23-26
5654,0-2 years,M,Permanent,0.34,23-26
5655,0-2 years,M,Non Permanent,0.8300000000000001,23-26
5656,2-5 years,F,Permanent,0.43,26-30
5657,0-2 years,M,Permanent,0.6900000000000001,30-35
5658,2-5 years,M,Permanent,0.6900000000000001,23-26
5660,'+5 years,F,Permanent,0.47000000000000003,30-35
5661,0-2 years,M,Permanent,0.46,23-26
5662,0-2 years,M,Non Permanent,0.6,23-26
5663,0-2 years,F,Permanent,0.66,23-26
5664,0-2 years,M,Permanent,0.8300000000000001,23-26
5665,0-2 years,M,Permanent,0.53,23-26
5666,'+5 years,M,Permanent,0.8300000000000001,23-26
5667,0-2 years,F,Permanent,0.66,23-26
5668,0-2 years,M,Permanent,0.41000000000000003,23-26
5669,0-2 years,F,Permanent,0.64,26-30
5670,0-2 years,F,Permanent,0.64,26-30
5671,'+5 years,M,Permanent,0.72,23-26
5672,0-2 years,F,Permanent,0.6,23-26
5673,0-2 years,F,Permanent,0.8300000000000001,23-26
5674,0-2 years,F,Permanent,0.5700000000000001,23-26
5675,0-2 years,M,Non Permanent,0.6,26-30
5676,0-2 years,M,Permanent,0.6,26-30
5677,2-5 years,M,Permanent,0.6900000000000001,23-26
5678,0-2 years,M,Non Permanent,0.6,23-26
5679,0-2 years,M,Permanent,0.74,23-26
5680,'+5 years,M,Permanent,0.6,26-30
5681,0-2 years,F,Permanent,0.72,23-26
5682,0-2 years,M,Non Permanent,0.6,23-26
5683,0-2 years,M,Permanent,0.6,23-26
5684,0-2 years,M,Permanent,0.67,26-30
5685,'+5 years,F,Permanent,0.8,30-35
5686,0-2 years,M,Permanent,0.6,23-26
5688,0-2 years,M,Permanent,0.6900000000000001,23-26
5689,0-2 years,M,Permanent,0.76,26-30
5690,0-2 years,F,Permanent,0.76,23-26
5691,0-2 years,M,Permanent,0.66,23-26
5692,2-5 years,F,Permanent,0.74,26-30
5693,0-2 years,M,Permanent,0.72,30-35
5694,2-5 years,F,Permanent,0.8300000000000001,30-35
5695,0-2 years,M,Permanent,0.59,23-26
5696,0-2 years,M,Permanent,0.6900000000000001,23-26
5697,0-2 years,F,Permanent,0.46,30-35
5698,'+5 years,M,Permanent,0.72,23-26
5699,0-2 years,M,Permanent,0.72,23-26
5700,'+5 years,M,Permanent,0.62,30-35
5701,0-2 years,F,Permanent,0.61,23-26
5702,0-2 years,M,Permanent,0.61,23-26
